sample_ts,zh,zm,sw
2025-06-14T09:25:00,70102300,闸口,5.2
2025-06-14T09:25:00,7010AJ33,渌渚,5.74
2025-06-14T09:25:00,7011AJ4M,新桐乡,5.61
2025-06-14T09:25:00,7011AJ5M,渌渚镇,6.46
2025-06-14T09:25:00,7011AJ7R,山溪叶家,50.17
2025-06-14T09:25:00,7011AJ8R,山溪幕下,65.59
2025-06-14T09:25:00,7011AJ9R,山溪前桐,194.12
2025-06-14T09:25:00,7011AM2G,富春江水库严陵坞,23.4
2025-06-14T09:30:00,70101500,富春江电站(坝上),23.3
2025-06-14T09:30:00,70101501,富春江坝下,7.85
2025-06-14T09:30:00,70101800,窄溪,5.69
2025-06-14T09:30:00,70102300,闸口,5.2
2025-06-14T09:30:00,7010AJ33,渌渚,5.72
2025-06-14T09:30:00,7011AJ4M,新桐乡,5.61
2025-06-14T09:30:00,7011AJ5M,渌渚镇,6.45
2025-06-14T09:30:00,7011AJ7R,山溪叶家,50.17
2025-06-14T09:30:00,7011AJ8R,山溪幕下,65.58
2025-06-14T09:30:00,7011AJ9R,山溪前桐,194.12
2025-06-14T09:30:00,7011AM2G,富春江水库严陵坞,23.4
2025-06-14T09:35:00,70101500,富春江电站(坝上),23.31
2025-06-14T09:35:00,70101501,富春江坝下,7.87
2025-06-14T09:35:00,70101800,窄溪,5.69
2025-06-14T09:35:00,70102300,闸口,5.21
2025-06-14T09:35:00,7010AJ33,渌渚,5.7
2025-06-14T09:35:00,7011AJ4M,新桐乡,5.59
2025-06-14T09:35:00,7011AJ5M,渌渚镇,6.45
2025-06-14T09:35:00,7011AJ7R,山溪叶家,50.17
2025-06-14T09:35:00,7011AJ8R,山溪幕下,65.59
2025-06-14T09:35:00,7011AJ9R,山溪前桐,194.11
2025-06-14T09:35:00,7011AM2G,富春江水库严陵坞,23.39
2025-06-14T09:40:00,70101500,富春江电站(坝上),23.3
2025-06-14T09:40:00,70101501,富春江坝下,7.85
2025-06-14T09:40:00,70101800,窄溪,5.69
2025-06-14T09:40:00,70102300,闸口,5.21
2025-06-14T09:40:00,7010AJ33,渌渚,5.68
2025-06-14T09:40:00,7011AJ4M,新桐乡,5.59
2025-06-14T09:40:00,7011AJ5M,渌渚镇,6.45
2025-06-14T09:40:00,7011AJ7R,山溪叶家,50.17
2025-06-14T09:40:00,7011AJ8R,山溪幕下,65.59
2025-06-14T09:40:00,7011AJ9R,山溪前桐,194.12
2025-06-14T09:40:00,7011AM2G,富春江水库严陵坞,23.39
2025-06-14T09:45:00,70101500,富春江电站(坝上),23.3
2025-06-14T09:45:00,70101501,富春江坝下,7.86
2025-06-14T09:45:00,70101800,窄溪,5.68
2025-06-14T09:45:00,70102300,闸口,5.2
2025-06-14T09:45:00,7010AJ33,渌渚,5.66
2025-06-14T09:45:00,7011AJ4M,新桐乡,5.59
2025-06-14T09:45:00,7011AJ5M,渌渚镇,6.43
2025-06-14T09:45:00,7011AJ7R,山溪叶家,50.17
2025-06-14T09:45:00,7011AJ8R,山溪幕下,65.59
2025-06-14T09:45:00,7011AJ9R,山溪前桐,194.12
2025-06-14T09:45:00,7011AM2G,富春江水库严陵坞,23.38
2025-06-14T09:50:00,70101500,富春江电站(坝上),23.27
2025-06-14T09:50:00,70101501,富春江坝下,7.87
2025-06-14T09:50:00,70101800,窄溪,5.68
2025-06-14T09:50:00,70102300,闸口,5.2
2025-06-14T09:50:00,7010AJ33,渌渚,5.66
2025-06-14T09:50:00,7011AJ4M,新桐乡,5.58
2025-06-14T09:50:00,7011AJ5M,渌渚镇,6.42
2025-06-14T09:50:00,7011AJ7R,山溪叶家,50.17
2025-06-14T09:50:00,7011AJ8R,山溪幕下,65.59
2025-06-14T09:50:00,7011AJ9R,山溪前桐,194.12
2025-06-14T09:50:00,7011AM2G,富春江水库严陵坞,23.38
2025-06-14T09:55:00,70101500,富春江电站(坝上),23.27
2025-06-14T09:55:00,70101501,富春江坝下,7.85
2025-06-14T09:55:00,70101800,窄溪,5.67
2025-06-14T09:55:00,70102300,闸口,5.2
2025-06-14T09:55:00,7010AJ33,渌渚,5.68
2025-06-14T09:55:00,7011AJ4M,新桐乡,5.58
2025-06-14T09:55:00,7011AJ5M,渌渚镇,6.42
2025-06-14T09:55:00,7011AJ7R,山溪叶家,50.17
2025-06-14T09:55:00,7011AJ8R,山溪幕下,65.59
2025-06-14T09:55:00,7011AJ9R,山溪前桐,194.12
2025-06-14T09:55:00,7011AM2G,富春江水库严陵坞,23.36
2025-06-14T10:00:00,70101500,富春江电站(坝上),23.26
2025-06-14T10:00:00,70101501,富春江坝下,7.87
2025-06-14T10:00:00,70101800,窄溪,5.66
2025-06-14T10:00:00,70102300,闸口,5.2
2025-06-14T10:00:00,7010AJ33,渌渚,5.68
2025-06-14T10:00:00,7011AJ4M,新桐乡,5.59
2025-06-14T10:00:00,7011AJ5M,渌渚镇,6.43
2025-06-14T10:00:00,7011AJ7R,山溪叶家,50.17
2025-06-14T10:00:00,7011AJ8R,山溪幕下,65.58
2025-06-14T10:00:00,7011AJ9R,山溪前桐,194.12
2025-06-14T10:00:00,7011AM2G,富春江水库严陵坞,23.36
2025-06-14T10:05:00,70101500,富春江电站(坝上),23.27
2025-06-14T10:05:00,70101501,富春江坝下,7.84
2025-06-14T10:05:00,70101800,窄溪,5.66
2025-06-14T10:05:00,70102300,闸口,5.2
2025-06-14T10:05:00,7010AJ33,渌渚,5.68
2025-06-14T10:05:00,7011AJ4M,新桐乡,5.59
2025-06-14T10:05:00,7011AJ5M,渌渚镇,6.43
2025-06-14T10:05:00,7011AJ7R,山溪叶家,50.17
2025-06-14T10:05:00,7011AJ8R,山溪幕下,65.59
2025-06-14T10:05:00,7011AJ9R,山溪前桐,194.13
2025-06-14T10:05:00,7011AM2G,富春江水库严陵坞,23.35
2025-06-14T10:10:00,70101500,富春江电站(坝上),23.27
2025-06-14T10:10:00,70101501,富春江坝下,7.85
2025-06-14T10:10:00,70101800,窄溪,5.66
2025-06-14T10:10:00,70102300,闸口,5.2
2025-06-14T10:10:00,7010AJ33,渌渚,5.68
2025-06-14T10:10:00,7011AJ4M,新桐乡,5.59
2025-06-14T10:10:00,7011AJ5M,渌渚镇,6.42
2025-06-14T10:10:00,7011AJ7R,山溪叶家,50.17
2025-06-14T10:10:00,7011AJ8R,山溪幕下,65.59
2025-06-14T10:10:00,7011AJ9R,山溪前桐,194.12
2025-06-14T10:10:00,7011AM2G,富春江水库严陵坞,23.35
2025-06-14T10:15:00,70101500,富春江电站(坝上),23.27
2025-06-14T10:15:00,70101501,富春江坝下,7.87
2025-06-14T10:15:00,70101800,窄溪,5.65
2025-06-14T10:15:00,70102300,闸口,5.19
2025-06-14T10:15:00,7010AJ33,渌渚,5.68
2025-06-14T10:15:00,7011AJ4M,新桐乡,5.58
2025-06-14T10:15:00,7011AJ5M,渌渚镇,6.42
2025-06-14T10:15:00,7011AJ7R,山溪叶家,50.17
2025-06-14T10:15:00,7011AJ8R,山溪幕下,65.59
2025-06-14T10:15:00,7011AJ9R,山溪前桐,194.11
2025-06-14T10:15:00,7011AM2G,富春江水库严陵坞,23.36
2025-06-14T10:20:00,70101500,富春江电站(坝上),23.27
2025-06-14T10:20:00,70101501,富春江坝下,7.86
2025-06-14T10:20:00,70101800,窄溪,5.65
2025-06-14T10:20:00,70102300,闸口,5.19
2025-06-14T10:20:00,7010AJ33,渌渚,5.7
2025-06-14T10:20:00,7011AJ4M,新桐乡,5.58
2025-06-14T10:20:00,7011AJ5M,渌渚镇,6.41
2025-06-14T10:20:00,7011AJ7R,山溪叶家,50.17
2025-06-14T10:20:00,7011AJ8R,山溪幕下,65.59
2025-06-14T10:20:00,7011AJ9R,山溪前桐,194.13
2025-06-14T10:20:00,7011AM2G,富春江水库严陵坞,23.36
2025-06-14T10:25:00,70101500,富春江电站(坝上),23.27
2025-06-14T10:25:00,70101501,富春江坝下,7.84
2025-06-14T10:25:00,70101800,窄溪,5.65
2025-06-14T10:25:00,70102300,闸口,5.18
2025-06-14T10:25:00,7010AJ33,渌渚,5.7
2025-06-14T10:25:00,7011AJ4M,新桐乡,5.57
2025-06-14T10:25:00,7011AJ5M,渌渚镇,6.42
2025-06-14T10:25:00,7011AJ7R,山溪叶家,50.17
2025-06-14T10:25:00,7011AJ8R,山溪幕下,65.58
2025-06-14T10:25:00,7011AJ9R,山溪前桐,194.12
2025-06-14T10:25:00,7011AM2G,富春江水库严陵坞,23.36
2025-06-14T10:30:00,70101500,富春江电站(坝上),23.27
2025-06-14T10:30:00,70101501,富春江坝下,7.86
2025-06-14T10:30:00,70101800,窄溪,5.65
2025-06-14T10:30:00,70102300,闸口,5.18
2025-06-14T10:30:00,7010AJ33,渌渚,5.7
2025-06-14T10:30:00,7011AJ4M,新桐乡,5.55
2025-06-14T10:30:00,7011AJ5M,渌渚镇,6.42
2025-06-14T10:30:00,7011AJ7R,山溪叶家,50.17
2025-06-14T10:30:00,7011AJ8R,山溪幕下,65.58
2025-06-14T10:30:00,7011AJ9R,山溪前桐,194.11
2025-06-14T10:30:00,7011AM2G,富春江水库严陵坞,23.36
2025-06-14T10:35:00,70101500,富春江电站(坝上),23.27
2025-06-14T10:35:00,70101501,富春江坝下,7.86
2025-06-14T10:35:00,70101800,窄溪,5.65
2025-06-14T10:35:00,70102300,闸口,5.17
2025-06-14T10:35:00,7010AJ33,渌渚,5.7
2025-06-14T10:35:00,7011AJ4M,新桐乡,5.55
2025-06-14T10:35:00,7011AJ5M,渌渚镇,6.39
2025-06-14T10:35:00,7011AJ7R,山溪叶家,50.17
2025-06-14T10:35:00,7011AJ8R,山溪幕下,65.58
2025-06-14T10:35:00,7011AJ9R,山溪前桐,194.12
2025-06-14T10:35:00,7011AM2G,富春江水库严陵坞,23.36
2025-06-14T10:40:00,70101500,富春江电站(坝上),23.28
2025-06-14T10:40:00,70101501,富春江坝下,7.86
2025-06-14T10:40:00,70101800,窄溪,5.64
2025-06-14T10:40:00,70102300,闸口,5.17
2025-06-14T10:40:00,7010AJ33,渌渚,5.7
2025-06-14T10:40:00,7011AJ4M,新桐乡,5.55
2025-06-14T10:40:00,7011AJ5M,渌渚镇,6.41
2025-06-14T10:40:00,7011AJ7R,山溪叶家,50.16
2025-06-14T10:40:00,7011AJ8R,山溪幕下,65.58
2025-06-14T10:40:00,7011AJ9R,山溪前桐,194.11
2025-06-14T10:40:00,7011AM2G,富春江水库严陵坞,23.37
2025-06-14T10:45:00,70101500,富春江电站(坝上),23.29
2025-06-14T10:45:00,70101501,富春江坝下,7.87
2025-06-14T10:45:00,70101800,窄溪,5.64
2025-06-14T10:45:00,70102300,闸口,5.17
2025-06-14T10:45:00,7010AJ33,渌渚,5.7
2025-06-14T10:45:00,7011AJ4M,新桐乡,5.55
2025-06-14T10:45:00,7011AJ5M,渌渚镇,6.41
2025-06-14T10:45:00,7011AJ7R,山溪叶家,50.17
2025-06-14T10:45:00,7011AJ8R,山溪幕下,65.58
2025-06-14T10:45:00,7011AJ9R,山溪前桐,194.12
2025-06-14T10:45:00,7011AM2G,富春江水库严陵坞,23.37
2025-06-14T10:50:00,70101500,富春江电站(坝上),23.3
2025-06-14T10:50:00,70101501,富春江坝下,7.87
2025-06-14T10:50:00,70101800,窄溪,5.64
2025-06-14T10:50:00,70102300,闸口,5.16
2025-06-14T10:50:00,7010AJ33,渌渚,5.68
2025-06-14T10:50:00,7011AJ4M,新桐乡,5.55
2025-06-14T10:50:00,7011AJ5M,渌渚镇,6.41
2025-06-14T10:50:00,7011AJ7R,山溪叶家,50.17
2025-06-14T10:50:00,7011AJ8R,山溪幕下,65.58
2025-06-14T10:50:00,7011AJ9R,山溪前桐,194.12
2025-06-14T10:50:00,7011AM2G,富春江水库严陵坞,23.38
2025-06-14T10:55:00,70101500,富春江电站(坝上),23.31
2025-06-14T10:55:00,70101501,富春江坝下,7.85
2025-06-14T10:55:00,70101800,窄溪,5.64
2025-06-14T10:55:00,70102300,闸口,5.16
2025-06-14T10:55:00,7010AJ33,渌渚,5.68
2025-06-14T10:55:00,7011AJ4M,新桐乡,5.55
2025-06-14T10:55:00,7011AJ5M,渌渚镇,6.4
2025-06-14T10:55:00,7011AJ7R,山溪叶家,50.15
2025-06-14T10:55:00,7011AJ8R,山溪幕下,65.58
2025-06-14T10:55:00,7011AJ9R,山溪前桐,194.11
2025-06-14T10:55:00,7011AM2G,富春江水库严陵坞,23.4
2025-06-14T11:00:00,70101500,富春江电站(坝上),23.33
2025-06-14T11:00:00,70101501,富春江坝下,7.86
2025-06-14T11:00:00,70101800,窄溪,5.64
2025-06-14T11:00:00,70102300,闸口,5.15
2025-06-14T11:00:00,7010AJ33,渌渚,5.68
2025-06-14T11:00:00,7011AJ4M,新桐乡,5.55
2025-06-14T11:00:00,7011AJ5M,渌渚镇,6.4
2025-06-14T11:00:00,7011AJ7R,山溪叶家,50.17
2025-06-14T11:00:00,7011AJ8R,山溪幕下,65.58
2025-06-14T11:00:00,7011AJ9R,山溪前桐,194.12
2025-06-14T11:00:00,7011AM2G,富春江水库严陵坞,23.4
2025-06-14T11:05:00,70101500,富春江电站(坝上),23.33
2025-06-14T11:05:00,70101501,富春江坝下,7.87
2025-06-14T11:05:00,70101800,窄溪,5.63
2025-06-14T11:05:00,70102300,闸口,5.15
2025-06-14T11:05:00,7010AJ33,渌渚,5.66
2025-06-14T11:05:00,7011AJ4M,新桐乡,5.55
2025-06-14T11:05:00,7011AJ5M,渌渚镇,6.4
2025-06-14T11:05:00,7011AJ7R,山溪叶家,50.17
2025-06-14T11:05:00,7011AJ8R,山溪幕下,65.58
2025-06-14T11:05:00,7011AJ9R,山溪前桐,194.12
2025-06-14T11:05:00,7011AM2G,富春江水库严陵坞,23.4
2025-06-14T11:10:00,70101500,富春江电站(坝上),23.33
2025-06-14T11:10:00,70101501,富春江坝下,7.87
2025-06-14T11:10:00,70101800,窄溪,5.63
2025-06-14T11:10:00,70102300,闸口,5.14
2025-06-14T11:10:00,7010AJ33,渌渚,5.66
2025-06-14T11:10:00,7011AJ4M,新桐乡,5.55
2025-06-14T11:10:00,7011AJ5M,渌渚镇,6.4
2025-06-14T11:10:00,7011AJ7R,山溪叶家,50.17
2025-06-14T11:10:00,7011AJ8R,山溪幕下,65.58
2025-06-14T11:10:00,7011AJ9R,山溪前桐,194.13
2025-06-14T11:10:00,7011AM2G,富春江水库严陵坞,23.41
2025-06-14T11:15:00,70101500,富春江电站(坝上),23.35
2025-06-14T11:15:00,70101501,富春江坝下,7.86
2025-06-14T11:15:00,70101800,窄溪,5.63
2025-06-14T11:15:00,70102300,闸口,5.14
2025-06-14T11:15:00,7010AJ33,渌渚,5.64
2025-06-14T11:15:00,7011AJ4M,新桐乡,5.55
2025-06-14T11:15:00,7011AJ5M,渌渚镇,6.39
2025-06-14T11:15:00,7011AJ7R,山溪叶家,50.17
2025-06-14T11:15:00,7011AJ8R,山溪幕下,65.58
2025-06-14T11:15:00,7011AJ9R,山溪前桐,194.12
2025-06-14T11:15:00,7011AM2G,富春江水库严陵坞,23.42
2025-06-14T11:20:00,70101500,富春江电站(坝上),23.38
2025-06-14T11:20:00,70101501,富春江坝下,7.85
2025-06-14T11:20:00,70101800,窄溪,5.62
2025-06-14T11:20:00,70102300,闸口,5.13
2025-06-14T11:20:00,7010AJ33,渌渚,5.64
2025-06-14T11:20:00,7011AJ4M,新桐乡,5.55
2025-06-14T11:20:00,7011AJ5M,渌渚镇,6.39
2025-06-14T11:20:00,7011AJ7R,山溪叶家,50.15
2025-06-14T11:20:00,7011AJ8R,山溪幕下,65.58
2025-06-14T11:20:00,7011AJ9R,山溪前桐,194.12
2025-06-14T11:20:00,7011AM2G,富春江水库严陵坞,23.43
2025-06-14T11:25:00,70101500,富春江电站(坝上),23.38
2025-06-14T11:25:00,70101501,富春江坝下,7.84
2025-06-14T11:25:00,70101800,窄溪,5.62
2025-06-14T11:25:00,70102300,闸口,5.13
2025-06-14T11:25:00,7010AJ33,渌渚,5.64
2025-06-14T11:25:00,7011AJ4M,新桐乡,5.54
2025-06-14T11:25:00,7011AJ5M,渌渚镇,6.39
2025-06-14T11:25:00,7011AJ7R,山溪叶家,50.15
2025-06-14T11:25:00,7011AJ8R,山溪幕下,65.58
2025-06-14T11:25:00,7011AJ9R,山溪前桐,194.13
2025-06-14T11:25:00,7011AM2G,富春江水库严陵坞,23.43
2025-06-14T11:30:00,70101500,富春江电站(坝上),23.34
2025-06-14T11:30:00,70101501,富春江坝下,7.83
2025-06-14T11:30:00,70101800,窄溪,5.62
2025-06-14T11:30:00,70102300,闸口,5.12
2025-06-14T11:30:00,7010AJ33,渌渚,5.64
2025-06-14T11:30:00,7011AJ4M,新桐乡,5.54
2025-06-14T11:30:00,7011AJ5M,渌渚镇,6.39
2025-06-14T11:30:00,7011AJ7R,山溪叶家,50.17
2025-06-14T11:30:00,7011AJ8R,山溪幕下,65.58
2025-06-14T11:30:00,7011AJ9R,山溪前桐,194.12
2025-06-14T11:30:00,7011AM2G,富春江水库严陵坞,23.42
2025-06-14T11:35:00,70101500,富春江电站(坝上),23.3
2025-06-14T11:35:00,70101501,富春江坝下,7.87
2025-06-14T11:35:00,70101800,窄溪,5.61
2025-06-14T11:35:00,70102300,闸口,5.12
2025-06-14T11:35:00,7010AJ33,渌渚,5.59
2025-06-14T11:35:00,7011AJ4M,新桐乡,5.54
2025-06-14T11:35:00,7011AJ5M,渌渚镇,6.39
2025-06-14T11:35:00,7011AJ7R,山溪叶家,50.15
2025-06-14T11:35:00,7011AJ8R,山溪幕下,65.58
2025-06-14T11:35:00,7011AJ9R,山溪前桐,194.11
2025-06-14T11:35:00,7011AM2G,富春江水库严陵坞,23.4
2025-06-14T11:40:00,70101500,富春江电站(坝上),23.27
2025-06-14T11:40:00,70101501,富春江坝下,7.88
2025-06-14T11:40:00,70101800,窄溪,5.61
2025-06-14T11:40:00,70102300,闸口,5.11
2025-06-14T11:40:00,7010AJ33,渌渚,5.61
2025-06-14T11:40:00,7011AJ4M,新桐乡,5.53
2025-06-14T11:40:00,7011AJ5M,渌渚镇,6.39
2025-06-14T11:40:00,7011AJ7R,山溪叶家,50.14
2025-06-14T11:40:00,7011AJ8R,山溪幕下,65.58
2025-06-14T11:40:00,7011AJ9R,山溪前桐,194.12
2025-06-14T11:40:00,7011AM2G,富春江水库严陵坞,23.38
2025-06-14T11:45:00,70101500,富春江电站(坝上),23.27
2025-06-14T11:45:00,70101501,富春江坝下,7.86
2025-06-14T11:45:00,70101800,窄溪,5.61
2025-06-14T11:45:00,70102300,闸口,5.11
2025-06-14T11:45:00,7010AJ33,渌渚,5.61
2025-06-14T11:45:00,7011AJ4M,新桐乡,5.53
2025-06-14T11:45:00,7011AJ5M,渌渚镇,6.39
2025-06-14T11:45:00,7011AJ7R,山溪叶家,50.14
2025-06-14T11:45:00,7011AJ8R,山溪幕下,65.58
2025-06-14T11:45:00,7011AJ9R,山溪前桐,194.12
2025-06-14T11:45:00,7011AM2G,富春江水库严陵坞,23.36
2025-06-14T11:50:00,70101500,富春江电站(坝上),23.27
2025-06-14T11:50:00,70101501,富春江坝下,7.85
2025-06-14T11:50:00,70101800,窄溪,5.61
2025-06-14T11:50:00,70102300,闸口,5.11
2025-06-14T11:50:00,7010AJ33,渌渚,5.61
2025-06-14T11:50:00,7011AJ4M,新桐乡,5.53
2025-06-14T11:50:00,7011AJ5M,渌渚镇,6.37
2025-06-14T11:50:00,7011AJ7R,山溪叶家,50.14
2025-06-14T11:50:00,7011AJ8R,山溪幕下,65.58
2025-06-14T11:50:00,7011AJ9R,山溪前桐,194.12
2025-06-14T11:50:00,7011AM2G,富春江水库严陵坞,23.35
2025-06-14T11:55:00,70101500,富春江电站(坝上),23.27
2025-06-14T11:55:00,70101501,富春江坝下,7.87
2025-06-14T11:55:00,70101800,窄溪,5.61
2025-06-14T11:55:00,70102300,闸口,5.1
2025-06-14T11:55:00,7010AJ33,渌渚,5.61
2025-06-14T11:55:00,7011AJ4M,新桐乡,5.51
2025-06-14T11:55:00,7011AJ5M,渌渚镇,6.35
2025-06-14T11:55:00,7011AJ7R,山溪叶家,50.14
2025-06-14T11:55:00,7011AJ8R,山溪幕下,65.58
2025-06-14T11:55:00,7011AJ9R,山溪前桐,194.12
2025-06-14T11:55:00,7011AM2G,富春江水库严陵坞,23.35
2025-06-14T12:00:00,70101500,富春江电站(坝上),23.27
2025-06-14T12:00:00,70101501,富春江坝下,7.87
2025-06-14T12:00:00,70101800,窄溪,5.62
2025-06-14T12:00:00,70102300,闸口,5.09
2025-06-14T12:00:00,7010AJ33,渌渚,5.61
2025-06-14T12:00:00,7011AJ4M,新桐乡,5.51
2025-06-14T12:00:00,7011AJ5M,渌渚镇,6.36
2025-06-14T12:00:00,7011AJ7R,山溪叶家,50.14
2025-06-14T12:00:00,7011AJ8R,山溪幕下,65.58
2025-06-14T12:00:00,7011AJ9R,山溪前桐,194.12
2025-06-14T12:00:00,7011AM2G,富春江水库严陵坞,23.35
2025-06-14T12:05:00,70101500,富春江电站(坝上),23.27
2025-06-14T12:05:00,70101501,富春江坝下,7.85
2025-06-14T12:05:00,70101800,窄溪,5.62
2025-06-14T12:05:00,70102300,闸口,5.09
2025-06-14T12:05:00,7010AJ33,渌渚,5.66
2025-06-14T12:05:00,7011AJ4M,新桐乡,5.49
2025-06-14T12:05:00,7011AJ5M,渌渚镇,6.35
2025-06-14T12:05:00,7011AJ7R,山溪叶家,50.15
2025-06-14T12:05:00,7011AJ8R,山溪幕下,65.59
2025-06-14T12:05:00,7011AJ9R,山溪前桐,194.11
2025-06-14T12:05:00,7011AM2G,富春江水库严陵坞,23.35
2025-06-14T12:10:00,70101500,富春江电站(坝上),23.27
2025-06-14T12:10:00,70101501,富春江坝下,7.84
2025-06-14T12:10:00,70101800,窄溪,5.61
2025-06-14T12:10:00,70102300,闸口,5.08
2025-06-14T12:10:00,7010AJ33,渌渚,5.66
2025-06-14T12:10:00,7011AJ4M,新桐乡,5.48
2025-06-14T12:10:00,7011AJ5M,渌渚镇,6.34
2025-06-14T12:10:00,7011AJ7R,山溪叶家,50.17
2025-06-14T12:10:00,7011AJ8R,山溪幕下,65.6
2025-06-14T12:10:00,7011AJ9R,山溪前桐,194.12
2025-06-14T12:10:00,7011AM2G,富春江水库严陵坞,23.36
2025-06-14T12:15:00,70101500,富春江电站(坝上),23.27
2025-06-14T12:15:00,70101501,富春江坝下,7.85
2025-06-14T12:15:00,70101800,窄溪,5.61
2025-06-14T12:15:00,70102300,闸口,5.07
2025-06-14T12:15:00,7010AJ33,渌渚,5.7
2025-06-14T12:15:00,7011AJ4M,新桐乡,5.47
2025-06-14T12:15:00,7011AJ5M,渌渚镇,6.37
2025-06-14T12:15:00,7011AJ7R,山溪叶家,50.18
2025-06-14T12:15:00,7011AJ8R,山溪幕下,65.61
2025-06-14T12:15:00,7011AJ9R,山溪前桐,194.14
2025-06-14T12:15:00,7011AM2G,富春江水库严陵坞,23.35
2025-06-14T12:20:00,70101500,富春江电站(坝上),23.26
2025-06-14T12:20:00,70101501,富春江坝下,7.86
2025-06-14T12:20:00,70101800,窄溪,5.61
2025-06-14T12:20:00,70102300,闸口,5.07
2025-06-14T12:20:00,7010AJ33,渌渚,5.68
2025-06-14T12:20:00,7011AJ4M,新桐乡,5.47
2025-06-14T12:20:00,7011AJ5M,渌渚镇,6.37
2025-06-14T12:20:00,7011AJ7R,山溪叶家,50.2
2025-06-14T12:20:00,7011AJ8R,山溪幕下,65.63
2025-06-14T12:20:00,7011AJ9R,山溪前桐,194.14
2025-06-14T12:20:00,7011AM2G,富春江水库严陵坞,23.35
2025-06-14T12:25:00,70101500,富春江电站(坝上),23.26
2025-06-14T12:25:00,70101501,富春江坝下,7.87
2025-06-14T12:25:00,70101800,窄溪,5.61
2025-06-14T12:25:00,70102300,闸口,5.07
2025-06-14T12:25:00,7010AJ33,渌渚,5.7
2025-06-14T12:25:00,7011AJ4M,新桐乡,5.49
2025-06-14T12:25:00,7011AJ5M,渌渚镇,6.39
2025-06-14T12:25:00,7011AJ7R,山溪叶家,50.21
2025-06-14T12:25:00,7011AJ8R,山溪幕下,65.64
2025-06-14T12:25:00,7011AJ9R,山溪前桐,194.15
2025-06-14T12:25:00,7011AM2G,富春江水库严陵坞,23.35
2025-06-14T12:30:00,70101500,富春江电站(坝上),23.26
2025-06-14T12:30:00,70101501,富春江坝下,7.86
2025-06-14T12:30:00,70101800,窄溪,5.6
2025-06-14T12:30:00,70102300,闸口,5.06
2025-06-14T12:30:00,7010AJ33,渌渚,5.68
2025-06-14T12:30:00,7011AJ4M,新桐乡,5.49
2025-06-14T12:30:00,7011AJ5M,渌渚镇,6.39
2025-06-14T12:30:00,7011AJ7R,山溪叶家,50.22
2025-06-14T12:30:00,7011AJ8R,山溪幕下,65.64
2025-06-14T12:30:00,7011AJ9R,山溪前桐,194.14
2025-06-14T12:30:00,7011AM2G,富春江水库严陵坞,23.35
2025-06-14T12:35:00,70101500,富春江电站(坝上),23.26
2025-06-14T12:35:00,70101501,富春江坝下,7.86
2025-06-14T12:35:00,70101800,窄溪,5.59
2025-06-14T12:35:00,70102300,闸口,5.06
2025-06-14T12:35:00,7010AJ33,渌渚,5.68
2025-06-14T12:35:00,7011AJ4M,新桐乡,5.5
2025-06-14T12:35:00,7011AJ5M,渌渚镇,6.39
2025-06-14T12:35:00,7011AJ7R,山溪叶家,50.24
2025-06-14T12:35:00,7011AJ8R,山溪幕下,65.64
2025-06-14T12:35:00,7011AJ9R,山溪前桐,194.15
2025-06-14T12:35:00,7011AM2G,富春江水库严陵坞,23.35
2025-06-14T12:40:00,70101500,富春江电站(坝上),23.26
2025-06-14T12:40:00,70101501,富春江坝下,7.87
2025-06-14T12:40:00,70101800,窄溪,5.6
2025-06-14T12:40:00,70102300,闸口,5.06
2025-06-14T12:40:00,7010AJ33,渌渚,5.66
2025-06-14T12:40:00,7011AJ4M,新桐乡,5.5
2025-06-14T12:40:00,7011AJ5M,渌渚镇,6.39
2025-06-14T12:40:00,7011AJ7R,山溪叶家,50.28
2025-06-14T12:40:00,7011AJ8R,山溪幕下,65.65
2025-06-14T12:40:00,7011AJ9R,山溪前桐,194.16
2025-06-14T12:40:00,7011AM2G,富春江水库严陵坞,23.35
2025-06-14T12:45:00,70101500,富春江电站(坝上),23.24
2025-06-14T12:45:00,70101501,富春江坝下,7.88
2025-06-14T12:45:00,70101800,窄溪,5.6
2025-06-14T12:45:00,70102300,闸口,5.05
2025-06-14T12:45:00,7010AJ33,渌渚,5.66
2025-06-14T12:45:00,7011AJ4M,新桐乡,5.51
2025-06-14T12:45:00,7011AJ5M,渌渚镇,6.39
2025-06-14T12:45:00,7011AJ7R,山溪叶家,50.28
2025-06-14T12:45:00,7011AJ8R,山溪幕下,65.68
2025-06-14T12:45:00,7011AJ9R,山溪前桐,194.17
2025-06-14T12:45:00,7011AM2G,富春江水库严陵坞,23.35
2025-06-14T12:50:00,70101500,富春江电站(坝上),23.24
2025-06-14T12:50:00,70101501,富春江坝下,7.87
2025-06-14T12:50:00,70101800,窄溪,5.59
2025-06-14T12:50:00,70102300,闸口,5.05
2025-06-14T12:50:00,7010AJ33,渌渚,5.61
2025-06-14T12:50:00,7011AJ4M,新桐乡,5.51
2025-06-14T12:50:00,7011AJ5M,渌渚镇,6.39
2025-06-14T12:50:00,7011AJ7R,山溪叶家,50.29
2025-06-14T12:50:00,7011AJ8R,山溪幕下,65.7
2025-06-14T12:50:00,7011AJ9R,山溪前桐,194.18
2025-06-14T12:50:00,7011AM2G,富春江水库严陵坞,23.31
2025-06-14T12:55:00,70101500,富春江电站(坝上),23.23
2025-06-14T12:55:00,70101501,富春江坝下,7.85
